triple_id,subject,predicate,object,source_standard,clause,note,confidence,layer,scenario_id,subject_type,object_type,norm_predicate
166,灌浆堵漏法,将漏水孔口扩成,喇叭状,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,RepairMethod,Concept,related_to
167,灌浆堵漏法,应埋设,灌浆管,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,RepairMethod,Concept,requires
168,灌浆堵漏法,应采用,高强砂浆回填管口四周,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,RepairMethod,RepairMethod,treated_by
169,灌浆堵漏法,压水试验压力宜为水头压力的,1.2倍～1.5倍,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,RepairMethod,Concept,related_to
170,灌浆堵漏法,基本不吸浆或已接近胶凝浆材凝固时间时,结束灌浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,RepairMethod,Concept,related_to
171,渗漏量很大时,可在集中渗漏周边钻设,若干斜孔引排,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,base,,DefectFeature,Concept,related_to
172,散渗处理涂刷法,适用于,大面积散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.1,,high,base,,RepairMethod,DefectFeature,applicable_to
173,散渗处理涂刷法,材料宜选用,聚合物水泥基涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.1,,high,base,,RepairMethod,Concept,uses_material
174,散渗处理涂刷法,材料宜选用,渗透结晶型涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.1,,high,base,,RepairMethod,Concept,uses_material
175,散渗处理涂刷法,材料宜选用,高分子材料涂层,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.1,,high,base,,RepairMethod,Concept,uses_material
176,散渗处理涂刷法,要求,涂刷范围大于渗漏区域,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.1,,high,base,,RepairMethod,RepairMethod,requires
177,散渗处理粘贴法,适用于,因混凝土防渗等级不足引起的大面积散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,DefectFeature,applicable_to
178,散渗处理锚固法,适用于,因混凝土防渗等级不足引起的大面积散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,DefectFeature,DefectFeature,applicable_to
179,散渗处理粘贴法/锚固法,可选择材料,三元乙丙橡胶片材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,Concept,uses_material
180,散渗处理粘贴法/锚固法,可选择材料,氯丁橡胶片材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,Concept,uses_material
181,散渗处理粘贴法/锚固法,可选择材料,聚氯乙烯片材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,Concept,uses_material
182,散渗处理粘贴法/锚固法,可选择材料,聚乙烯片材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,Concept,uses_material
183,散渗处理粘贴法/锚固法,可选择材料,橡胶布及其他防水材料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.2,,high,base,,RepairMethod,Concept,uses_material
184,防渗面板法,适用于,混凝土严重渗漏、抗渗性能差的迎水面散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.3,,high,base,,Location,Location,applicable_to
185,防渗面板法,面板材料宜选用,水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.3,,high,base,,Location,Concept,related_to
186,防渗面板法,面板材料宜选用,沥青混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.3,,high,base,,Location,RepairMaterial,related_to
187,灌浆法,适用于,混凝土密实性差产生的散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.4,,high,base,,RepairMethod,DefectFeature,applicable_to
188,灌浆法,适用于,网状深层裂缝产生的散渗处理,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.4,,high,base,,RepairMethod,DefectFeature,applicable_to
189,散渗处理灌浆法,灌浆材料可选用,水泥浆材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.4,,high,base,,RepairMethod,RepairMaterial,uses_material
190,散渗处理灌浆法,灌浆材料可选用,化学浆材,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.5.4,,high,base,,RepairMethod,Concept,uses_material
191,混凝土剥蚀修补,应先,分类,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,requires
192,混凝土剥蚀修补,应先判明,剥蚀原因,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,RiskOrIssue,requires
193,混凝土剥蚀修补后,可在表面涂刷,具有防渗特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,related_to
194,混凝土剥蚀修补后,可在表面涂刷,具有耐水特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,related_to
195,混凝土剥蚀修补后,可在表面涂刷,具有抗冲磨特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,related_to
196,混凝土剥蚀修补后,可在表面涂刷,具有抗冻特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,related_to
197,混凝土剥蚀修补后,可在表面涂刷,具有耐老化特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,base,,RiskOrIssue,Concept,related_to
198,配置修补砂浆或混凝土所用水泥,强度等级不低于,42.5,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.2,,high,base,,Concept,Concept,related_to
199,粗骨料粒径,宜为,5mm～40mm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.2,,high,base,,Concept,Concept,requires
200,混凝土及砂浆水胶比,宜小于,0.40,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.2,,high,base,,Concept,Concept,requires
201,界面剂,可选择,与修补材料同类的水泥净浆或砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.3,,high,base,,RepairMaterial,Concept,related_to
202,界面剂,可选择,聚合物水泥净浆或砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.3,,high,base,,RepairMaterial,Concept,related_to
203,界面剂,可选择,水溶性环氧类粘结剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.3,,high,base,,RepairMaterial,Concept,related_to
204,基层混凝土表面,应凿除至,新鲜、坚硬的混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.4,,high,base,,DefectFeature,Concept,requires
205,修补厚度大于15cm时,应布设,锚筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.4,,high,base,,Concept,Concept,requires
206,冻融剥蚀修补材料,抗冻等级不小于,F200,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.1,,high,base,,RiskOrIssue,Concept,related_to
207,修补材料与基层混凝土之间的黏结强度,应大于,1.0MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.1,,high,base,,Concept,Concept,requires
208,冻融剥蚀深度小于0.5cm,宜在基面干燥后涂刷,防护涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RiskOrIssue,RepairGoal,requires
209,冻融剥蚀深度大于0.5cm,应凿除至,新鲜、坚硬的混凝土面,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RiskOrIssue,Concept,requires
210,小面积冻融剥蚀修补,宜采用,聚合物水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RiskOrIssue,RepairMaterial,treated_by
211,小面积冻融剥蚀修补,宜采用,聚合物水泥砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RiskOrIssue,Concept,treated_by
212,小面积冻融剥蚀修补,宜采用,聚合物砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RiskOrIssue,RepairMaterial,treated_by
213,聚合物水泥砂浆修补,一次涂抹厚度不宜大于,2cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,Concept,Concept,related_to
214,聚合物水泥混凝土修补,一次浇筑厚度不宜大于,15cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RepairMaterial,Concept,related_to
215,基层混凝土强度等级高于C20时,宜选用,聚合物砂浆修补,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,Concept,RepairMaterial,uses_material
216,聚合物砂浆修补,总厚度不宜大于,3cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RepairMaterial,Concept,related_to
217,聚合物砂浆修补,施工时要求,基面混凝土干燥,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,RepairMaterial,Concept,related_to
218,无法形成干燥条件时,应选用,亲水性界面剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,base,,Concept,RepairMaterial,uses_material
219,空蚀破坏修复,应加强,修补面的体型控制,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.1,,high,base,,RiskOrIssue,Concept,requires
220,磨损和空蚀修补,应选用,高标号抗冲磨材料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RiskOrIssue,RepairMaterial,uses_material
221,磨损和空蚀修补,应选用,高韧性抗冲磨材料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RiskOrIssue,RepairMaterial,uses_material
222,推移质冲磨破坏修补,可选用,高强硅粉水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,Concept,uses_material
223,推移质冲磨破坏修补,可选用,高强铁矿石硅粉水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,Concept,uses_material
224,推移质冲磨破坏修补,可选用,铁轨嵌高强混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,Concept,uses_material
225,推移质冲磨破坏修补,可选用,高弹性抗冲磨砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,Concept,uses_material
226,推移质冲磨破坏修补,可选用,高韧性聚合物砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,RepairMaterial,uses_material
227,推移质冲磨破坏修补,可选用,铺设钢板,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,RepairMethod,uses_material
228,混凝土磨损及空蚀较严重部位,宜选用,高强水泥混凝土修复,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RiskOrIssue,RepairMaterial,uses_material
229,混凝土磨损及空蚀较严重部位,宜选用,聚合物水泥混凝土修复,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RiskOrIssue,RepairMaterial,uses_material
230,砂浆或混凝土类修补材料与基层混凝土之间的黏结强度,应大于,2.0MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,Concept,Concept,requires
231,表面抗冲磨防护涂料,抗拉强度应大于,20MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RepairGoal,Concept,related_to
232,表面抗冲磨防护涂料与混凝土之间的黏结强度,应大于,2.5MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,base,,RepairGoal,Concept,requires
233,磨损和空蚀深度小于3cm的部位,宜采用,聚合物砂浆修复,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,base,,RiskOrIssue,RepairMaterial,treated_by
234,磨损和空蚀深度大于3cm时,凿除坑深度应大于,15cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,base,,RiskOrIssue,Concept,related_to
235,磨损和空蚀深度大于3cm时,应布设,插筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,base,,RiskOrIssue,Concept,requires
236,磨损和空蚀深度大于3cm时,应布设,钢筋网,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,base,,RiskOrIssue,Concept,requires
237,钢筋锈蚀引起混凝土剥蚀的修补方法,包括,剥蚀混凝土修补,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,RiskOrIssue,RiskOrIssue,includes
238,钢筋锈蚀引起混凝土剥蚀的修补方法,包括,涂层保护,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,RiskOrIssue,Concept,includes
239,钢筋锈蚀引起混凝土剥蚀的修补方法,包括,使用阻锈剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,RiskOrIssue,Concept,includes
240,薄层修补材料,宜选用,抗渗等级不低于W12的水泥砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,uses_material
241,薄层修补材料,宜选用,聚合物水泥砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,uses_material
242,遭受严重侵蚀的部位,可选用,聚合物砂浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,RepairMaterial,uses_material
243,修补厚度大于10cm时,宜选用,抗渗等级不低于W12的水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,uses_material
244,修补厚度大于10cm时,宜选用,聚合物水泥混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,RepairMaterial,uses_material
245,有氯离子侵蚀环境中,水泥混凝土和砂浆必须掺用,钢筋阻锈剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,related_to
246,碳化引起的钢筋锈蚀,应将,保护层全部凿除,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,RiskOrIssue,Concept,requires
247,氯离子侵蚀引起的钢筋锈蚀,应凿除,受氯离子侵蚀损坏的混凝土,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,RiskOrIssue,Concept,requires
248,已生锈钢筋,应进行,除锈,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
249,已生锈钢筋,应涂刷,阻锈剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
250,钢筋截面不满足设计要求时,应按设计要求,补焊钢筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
251,钢筋截面不满足设计要求时,应按设计要求,植筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
252,位于水位变化区的涂层,应具有,干湿交替环境下耐老化特性,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
253,涂层与混凝土之间的黏结强度,应满足,运行要求,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,base,,Concept,Concept,requires
254,环氧树脂砂浆,适用于,水利水电工程混凝土建筑物修补,DL/T 5193—2021 环氧树脂砂浆技术规程,1.0.2,,high,base,,RepairMaterial,Concept,applicable_to
255,环氧树脂砂浆,适用于,水利水电工程混凝土建筑物防护,DL/T 5193—2021 环氧树脂砂浆技术规程,1.0.2,,high,base,,RepairMaterial,RepairGoal,applicable_to
256,环氧树脂砂浆,按用途分为,修补型(R型),DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.4,,high,base,,RepairMaterial,Concept,classified_as
257,环氧树脂砂浆,按用途分为,防护型(P型),DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.4,,high,base,,RepairMaterial,RepairGoal,classified_as
258,修补型(R型),用于,混凝土局部缺陷修补,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.4,,high,base,,Concept,Concept,applicable_to
259,防护型(P型),用于,混凝土表面防护与强化,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.4,,high,base,,RepairGoal,RepairGoal,applicable_to
260,R型环氧树脂砂浆,拉伸强度,≥6.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,related_to
261,P型环氧树脂砂浆,拉伸强度,≥10.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,related_to
262,R型环氧树脂砂浆,抗压强度,≥40.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,has_index_requirement
263,P型环氧树脂砂浆,抗压强度,≥60.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,has_index_requirement
264,环氧树脂砂浆,干基面黏结强度,≥3.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,related_to
265,环氧树脂砂浆,潮湿基面黏结强度,≥2.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,related_to
266,P型环氧树脂砂浆,抗冲击性,≥8次,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.4,,high,base,,RepairMaterial,Concept,has_index_requirement
267,底涂,固含量,≥95%,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.5,,high,base,,Concept,Concept,related_to
268,底涂,表干时间,≤6.0h,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.5,,high,base,,Concept,Concept,related_to
269,底涂,干燥基面黏结强度,≥3.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.5,,high,base,,Concept,Concept,related_to
270,底涂,潮湿基面黏结强度,≥2.0MPa,DL/T 5193—2021 环氧树脂砂浆技术规程,表4.0.5,,high,base,,Concept,Concept,related_to
271,环氧树脂砂浆进场抽样检验项目,包括,拉伸强度,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.7,,high,base,,RepairMaterial,Concept,includes
272,环氧树脂砂浆进场抽样检验项目,包括,抗压强度,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.7,,high,base,,RepairMaterial,DefectFeature,includes
273,环氧树脂砂浆进场抽样检验项目,包括,黏结强度,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.7,,high,base,,RepairMaterial,Concept,includes
274,底涂进场抽样检验项目,包括,表4.0.5所有项目,DL/T 5193—2021 环氧树脂砂浆技术规程,4.0.7,,high,base,,Concept,Concept,includes
275,环氧树脂砂浆施工前,应根据…确定,施工工艺和参数,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.1,,high,base,,RepairMaterial,Concept,requires
276,环氧树脂砂浆施工前,应编制,施工技术方案,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.1,,high,base,,RepairMaterial,Concept,requires
277,环氧树脂砂浆施工,宜在,5℃~35℃环境条件下进行,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.2,,high,base,,RepairMaterial,Concept,requires
278,环氧树脂砂浆施工,宜在,相对湿度小于85%的环境条件下进行,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.2,,high,base,,RepairMaterial,Concept,requires
279,环氧树脂砂浆施工,不应在,下雨条件下露天施工,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.2,,high,base,,RepairMaterial,Concept,related_to
280,环氧树脂砂浆施工,不应在,高温阳光直射下露天施工,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.2,,high,base,,RepairMaterial,Concept,related_to
281,基层温度,应高于露点温度至少,3℃,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.2,,high,base,,Concept,Concept,requires
282,环氧树脂砂浆施工工序,包括,基层处理,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.4,,high,base,,RepairMaterial,Concept,includes
283,环氧树脂砂浆施工工序,包括,底涂涂刷,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.4,,high,base,,RepairMaterial,RepairMethod,includes
284,环氧树脂砂浆施工工序,包括,砂浆涂覆,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.4,,high,base,,RepairMaterial,Concept,includes
285,每道工序完成后,应,检查合格方可进入下道工序,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.4,,high,base,,Concept,InvestigationMethod,requires
286,施工记录,应包括,项目名称,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
287,施工记录,应包括,施工时间和地点,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
288,施工记录,应包括,环境条件,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
289,施工记录,应包括,材料状态,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
290,施工记录,应包括,施工情况,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
291,施工记录,应包括,施工面积及材料用量,DL/T 5193—2021 环氧树脂砂浆技术规程,5.1.5,,high,base,,QualityEvaluation,Concept,includes
292,基层处理,应清除,浮浆,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.1,,high,base,,Concept,Concept,requires
293,基层处理,应清除,灰尘,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.1,,high,base,,Concept,Concept,requires
294,基层处理,应清除,油污,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.1,,high,base,,Concept,Concept,requires
295,基层处理,应清除,松动颗粒,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.1,,high,base,,Concept,Concept,requires
296,处理后的基层,应露出,新鲜、坚实的混凝土,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.1,,high,base,,Concept,Concept,requires
297,基层混凝土裂缝,应按DL/T 5315要求采用,灌浆处理,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.2,,high,base,,Defect,Concept,requires
298,基层混凝土裂缝,应按DL/T 5315要求采用,凿槽嵌填处理,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.2,,high,base,,Defect,RepairMethod,requires
299,基层混凝土渗水点及渗水裂缝,应按DL/T 5315要求采用,凿槽嵌填,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.3,,high,base,,Defect,RepairMethod,requires
300,基层混凝土渗水点及渗水裂缝,应按DL/T 5315要求采用,化学灌浆,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.3,,high,base,,Defect,RepairMethod,requires
301,基层混凝土渗水点及渗水裂缝,应按DL/T 5315要求采用,引排,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.3,,high,base,,Defect,Concept,requires
302,环氧树脂砂浆施工前,基层表面宜,干燥,DL/T 5193—2021 环氧树脂砂浆技术规程,5.2.4,,high,base,,RepairMaterial,Concept,related_to
303,底涂拌制,宜采用,电动搅拌器,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.1,,high,base,,Concept,Concept,treated_by
304,底涂,涂刷方式,刷涂,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,Concept,Concept,related_to
305,底涂,涂刷方式,辊涂,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,Concept,Concept,related_to
306,底涂涂刷,要求,厚度均匀,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,RepairMethod,Concept,requires
307,底涂涂刷,不得有,流挂,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,RepairMethod,Concept,related_to
308,底涂涂刷,不得有,漏涂,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,RepairMethod,Concept,related_to
309,底涂涂刷,不得有,堆积,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.3,,high,base,,RepairMethod,Concept,related_to
310,底涂初凝前,应进行,环氧树脂砂浆涂覆,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.4,,high,base,,Concept,RepairMaterial,requires
311,底涂已初凝时,应,重新涂刷,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.4,,high,base,,Concept,RepairMethod,requires
312,底涂超过复涂时间时,应对前道底涂打毛后,重新涂刷,DL/T 5193—2021 环氧树脂砂浆技术规程,5.3.4,,high,base,,Concept,RepairMethod,requires
313,环氧树脂砂浆涂覆顺序,宜按,先顶面、再侧面、后底面,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,RepairMaterial,Concept,requires
314,环氧树脂砂浆涂覆顺序,宜按,先上后下,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,RepairMaterial,Concept,requires
315,边墙和顶拱部位厚度超过10mm时,宜采用,分层涂覆,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,treated_by
316,后层涂覆前提,前层砂浆,已硬化,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,related_to
317,每层环氧树脂砂浆涂覆前,均需涂刷,底涂,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,RepairMaterial,Concept,related_to
318,环氧树脂砂浆涂覆,宜按,压实、提浆、找平、收光顺序进行,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,RepairMaterial,Concept,requires
319,环氧树脂砂浆施工完成后,养护期宜为,7d～14d,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,RepairMaterial,Concept,related_to
320,养护期间,应避免,曝晒,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,requires
321,养护期间,应避免,雨淋,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,requires
322,养护期间,应避免,重压,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,requires
323,养护期间,应避免,撞击,DL/T 5193—2021 环氧树脂砂浆技术规程,5.4.2,,high,base,,Concept,Concept,requires
324,基层处理和底涂涂刷质量检查,方法,目测或敲击检查,DL/T 5193—2021 环氧树脂砂浆技术规程,6.1,,high,base,,RepairMethod,InvestigationMethod,related_to
325,环氧树脂砂浆涂覆质量控制,应采用,钢针插试法进行厚度测量,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.2,,high,base,,RepairMaterial,Concept,treated_by
326,环氧树脂砂浆外观,要求,平整,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,requires
327,环氧树脂砂浆外观,不得有,明显搭接痕迹,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,related_to
328,环氧树脂砂浆外观,不得有,下坠,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,related_to
329,环氧树脂砂浆外观,不得有,裂纹,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,related_to
